fecha,banco,indice_total,indice_comercial,indice_consumo,indice_vivienda
2024-07-01,Banco Santander-Chile,2.867205952612318,2.8691961405081337,3.820728120945561,2.096974776008588
2024-07-01,Banco Security,2.976564684869315,2.976564684869315,3.3589937632429194,1.7114920626146364
2024-07-01,Banco de Chile,2.012694928262667,2.0409397490297527,1.8857529614168378,2.2131895114838724
2024-07-01,Banco de Crédito e Inversiones,1.9632558543965308,2.0006927918428863,2.035314318457754,1.954637269536932
2024-07-01,Banco del Estado de Chile,3.502913265994362,3.59042264670437,4.537889790197122,2.6842715727199127
2024-07-01,"Bank of China, Agencia en Chile",0.21874999383490867,0.21874999383490867,0.21874999383490867,
2024-07-01,"China Construction Bank, Agencia en Chile",9.401775794624188,9.401775794624188,9.401775794624188,
2024-07-01,HSBC Bank (Chile),3.32619002407371,3.695314432536839,3.696176223236008,0.3999992743386101
2024-07-01,"JP Morgan Chase Bank, N.A.",9.000000000000002,9.000000000000002,9.000000000000002,
2024-07-01,Scotiabank Chile,1.690292416386177,1.6975517323302665,2.300801625999259,1.1333078257724392
2024-08-01,Banco BTG Pactual Chile,1.1746283813095801,1.1746283813095801,1.1746283813095801,
2024-08-01,Banco Bice,1.2744276236667487,1.2744276236667487,1.5516162032703724,0.45174245512141803
2024-08-01,Banco Consorcio,1.8937044793232758,1.9129370478124574,2.7079573906574774,0.5274275280134895
2024-08-01,Banco Falabella,4.992247848497512,4.992247848497512,4.65118783335451,5.010869761281776
2024-08-01,Banco Internacional,1.5641766745254009,1.5641766745254009,1.5477119615062254,1.8910464985239732
2024-08-01,Banco Itaú Chile,2.7349592428744867,2.7477935816507704,2.829174165501576,2.6398498256009857
2024-08-01,Banco Ripley,8.84375283829089,8.84375283829089,4.671257508056149,8.848777046180405
2024-08-01,Banco Santander-Chile,2.876841370067616,2.8769149235090943,3.8782349026156813,2.086048481205698
2024-08-01,Banco Security,2.971453205110888,2.971453205110888,3.3536969984507135,1.7123781530416864
2024-08-01,Banco de Chile,2.0199328436936352,2.0490408357936483,1.89191413727858,2.220894423455041
2024-08-01,Banco de Crédito e Inversiones,1.9214031213256841,1.9525066626605778,2.001170520260628,1.8878944701488674
2024-08-01,Banco del Estado de Chile,3.524405650134336,3.591327339615081,4.5835638153520115,2.6580855727657773
2024-08-01,"Bank of China, Agencia en Chile",0.21875000000000003,0.21875000000000003,0.21875000000000003,
2024-08-01,"China Construction Bank, Agencia en Chile",7.789173047570987,7.789173047570987,7.789173047570987,
2024-08-01,HSBC Bank (Chile),3.266248331022998,3.665324632780161,3.666171759648771,0.40000027132104704
2024-08-01,"JP Morgan Chase Bank, N.A.",8.750909637447542,8.750909637447542,8.750909637447542,
2024-08-01,Scotiabank Chile,1.6952955414473507,1.6954027523584134,2.322805984306159,1.1137798719271623
2024-09-01,Banco BTG Pactual Chile,1.2261353280752718,1.2261353280752718,1.2261353280752718,
2024-09-01,Banco Bice,1.2379125703398628,1.2379125703398628,1.5095466750651294,0.43602385007231076
2024-09-01,Banco Consorcio,1.8825298330789897,1.8825298330789897,2.667058360619547,0.517168011707222
2024-09-01,Banco Falabella,4.854917411227748,4.854917411227748,4.510775885981188,4.873854810071389
2024-09-01,Banco Internacional,1.5693935150046818,1.5693935150046818,1.5503702419097174,1.9499404977676302
2024-09-01,Banco Itaú Chile,2.7257787434167597,2.7503776079263638,2.8531553860627628,2.6153368523436686
2024-09-01,Banco Ripley,8.546542315191802,8.546542315191802,4.492622157085004,8.551275370188211
2024-09-01,Banco Santander-Chile,2.8743839672865232,2.8745288267331337,3.8625617888672763,2.0926227512826268
2024-09-01,Banco Security,2.8375878171079187,2.8375878171079187,3.177586452211746,1.727069185998264
2024-09-01,Banco de Chile,2.0105382447021047,2.0391377574903546,1.883150009039299,2.2098515591053474
2024-09-01,Banco de Crédito e Inversiones,1.926960178359839,1.9592377221109396,2.0033241482899684,1.9018026343344323
2024-09-01,Banco del Estado de Chile,3.489822674601859,3.5639503117633655,4.597236179232881,2.605808475525285
2024-09-01,"Bank of China, Agencia en Chile",0.2187499969066435,0.2187499969066435,0.2187499969066435,
2024-09-01,"China Construction Bank, Agencia en Chile",7.094160752932538,7.094160752932538,7.094160752932538,
2024-09-01,HSBC Bank (Chile),3.070129920968322,3.4673815724859183,3.468444838187724,0.3999999070315543
